Date,Open_CAD,High_CAD,Low_CAD,Close_CAD,Open_JPY,High_JPY,Low_JPY,Close_JPY,Open_EUR,High_EUR,Low_EUR,Close_EUR
2003-12-01 00:00:00+00:00,1.2977999448776245,1.3043999671936035,1.2967000007629395,1.3042000532150269,0.009104980155825615,0.009170104749500751,0.009091735817492008,0.009160025976598263,1.20339834690094,1.2040069103240967,1.194400668144226,1.19650137424469
2003-12-02 00:00:00+00:00,1.3039000034332275,1.3082000017166138,1.295799970626831,1.2965999841690063,0.009159186854958534,0.009218288585543633,0.009109127335250378,0.009197093546390533,1.1961007118225098,1.2109030485153198,1.1946003437042236,1.2088974714279175
2003-12-03 00:00:00+00:00,1.2967000007629395,1.3015999794006348,1.2943999767303467,1.3000999689102173,0.009197093546390533,0.009255831129848957,0.009192021563649178,0.009233609773218632,1.208999752998352,1.213003396987915,1.2077003717422485,1.2122975587844849
2003-12-04 00:00:00+00:00,1.3000999689102173,1.3142999410629272,1.3000999689102173,1.311400055885315,0.009233609773218632,0.009267840534448624,0.00921998918056488,0.009236169047653675,1.2120037078857422,1.2144027948379517,1.2043983936309814,1.2080942392349243
2003-12-05 00:00:00+00:00,1.3109999895095825,1.3142999410629272,1.3020000457763672,1.302899956703186,0.00923787523061037,0.009303190745413303,0.009223390370607376,0.009291952475905418,1.207802414894104,1.2190959453582764,1.2065927982330322,1.2186946868896484
2003-12-08 00:00:00+00:00,1.3044999837875366,1.3050999641418457,1.295199990272522,1.2969000339508057,0.009298865683376789,0.009337940253317356,0.009279880672693253,0.009310119785368443,1.2167967557907104,1.2240052223205566,1.2154065370559692,1.2220009565353394
2003-12-09 00:00:00+00:00,1.2971999645233154,1.3131999969482422,1.2961000204086304,1.3066999912261963,0.00930925365537405,0.00936241913586855,0.009304055944085121,0.009337940253317356,1.2221053838729858,1.2277017831802368,1.2197948694229126,1.2249947786331177
2003-12-10 00:00:00+00:00,1.3068000078201294,1.3127000331878662,1.3047000169754028,1.3092999458312988,0.009337940253317356,0.009341428987681866,0.009203018620610237,0.00922679528594017,1.2249047756195068,1.226602554321289,1.2162047624588013,1.2190959453582764
2003-12-11 00:00:00+00:00,1.3091000318527222,1.3299000263214111,1.3078999519348145,1.3163000345230103,0.00922679528594017,0.009265264496207237,0.009223390370607376,0.009260973893105984,1.2190959453582764,1.2234959602355957,1.2122975587844849,1.2224042415618896
2003-12-12 00:00:00+00:00,1.315999984741211,1.320199966430664,1.309499979019165,1.3135000467300415,0.009260973893105984,0.009292816743254662,0.009256687946617603,0.009286775253713131,1.2227030992507935,1.2306026220321655,1.2212995290756226,1.2278977632522583
2003-12-15 00:00:00+00:00,1.3235000371932983,1.3235000371932983,1.309999942779541,1.3135000467300415,0.00925154983997345,0.00931098684668541,0.009245561435818672,0.009281603619456291,1.2186946868896484,1.2324985265731812,1.2178043127059937,1.2319974899291992
2003-12-16 00:00:00+00:00,1.3131999969482422,1.3289999961853027,1.3115999698638916,1.326300024986267,0.00928246509283781,0.009312720969319344,0.009274717420339584,0.009301460348069668,1.2314057350158691,1.2358952760696411,1.2304966449737549,1.2321947813034058
